"Date","Price","Open","High","Low","Vol.","Change %"
"01/09/2011","306.71","318.48","320.76","302.31","4.34B","-3.70%"
"01/08/2011","318.50","317.34","320.33","290.39","5.79B","0.37%"
"01/07/2011","317.34","322.66","329.50","317.14","3.22B","-1.65%"
"01/06/2011","322.66","331.93","331.93","315.55","3.81B","-2.85%"
"01/05/2011","332.13","324.45","333.87","322.22","3.54B","2.37%"
"01/04/2011","324.45","308.85","324.92","308.85","3.13B","5.05%"
"01/03/2011","308.85","305.42","310.02","294.81","4.20B","1.12%"
"01/02/2011","305.42","298.26","307.16","298.26","3.83B","2.40%"
"01/01/2011","298.26","303.58","306.24","297.39","3.94B","-1.75%"
"01/12/2010","303.58","292.20","305.39","292.20","3.61B","3.83%"
"01/11/2010","292.38","296.38","301.77","291.28","3.77B","-1.35%"
"01/10/2010","296.38","288.27","298.79","287.20","3.71B","2.81%"
"01/09/2010","288.27","273.37","291.35","273.37","3.54B","5.38%"
"01/08/2010","273.56","277.97","283.19","271.99","3.94B","-1.59%"
"01/07/2010","277.97","262.62","282.44","260.78","4.01B","5.84%"
"01/06/2010","262.64","270.21","277.35","262.11","5.29B","-2.80%"
"01/05/2010","270.21","283.64","285.89","265.14","5.41B","-4.73%"
"01/04/2010","283.64","288.13","290.28","281.59","3.89B","-1.56%"
"01/03/2010","288.13","278.19","290.43","278.19","4.36B","3.57%"
"01/02/2010","278.19","270.88","280.73","265.58","4.28B","2.70%"
"01/01/2010","270.88","274.30","280.13","270.37","3.86B","-1.25%"
"01/12/2009","274.30","276.11","281.32","269.99","3.67B","-0.66%"
"01/11/2009","276.11","265.94","281.15","265.54","3.92B","3.82%"
"01/10/2009","265.94","263.18","274.92","259.95","4.40B","1.04%"
"01/09/2009","263.19","254.89","265.15","251.45","4.45B","3.26%"
"01/08/2009","254.89","252.85","256.90","247.42","3.85B","0.81%"
"01/07/2009","252.85","238.16","256.47","236.57","4.13B","6.16%"
"01/06/2009","238.18","237.76","246.22","233.49","4.49B","0.18%"
"01/05/2009","237.75","225.41","238.84","223.32","4.30B","5.47%"
"01/04/2009","225.41","218.74","229.32","216.44","4.39B","3.04%"
"01/03/2009","218.77","211.27","226.23","199.30","5.37B","3.55%"
"01/02/2009","211.27","227.76","233.03","209.85","4.72B","-7.24%"
"01/01/2009","227.76","246.66","252.42","226.92","4.75B","-7.66%"
"01/12/2008","246.66","248.55","249.05","232.46","4.81B","-0.77%"
"01/11/2008","248.57","253.68","260.59","221.47","5.46B","-2.01%"
"01/10/2008","253.68","285.26","289.46","225.34","7.76B","-11.08%"
"01/09/2008","285.30","289.98","301.20","277.85","5.56B","-1.61%"
"01/08/2008","289.98","282.87","299.59","281.98","3.98B","2.51%"
"01/07/2008","282.87","273.94","287.77","271.86","5.34B","3.25%"
"01/06/2008","273.97","293.82","295.34","273.31","4.63B","-6.76%"
"01/05/2008","293.82","290.10","295.12","286.86","3.86B","1.28%"
"01/04/2008","290.10","291.22","295.61","287.97","4.07B","-0.38%"
"01/03/2008","291.22","282.82","292.87","277.77","3.76B","2.97%"
"01/02/2008","282.83","283.56","290.04","277.67","3.63B","-0.26%"
"01/01/2008","283.56","299.52","302.83","274.03","4.77B","-5.34%"
"01/12/2007","299.55","303.32","307.71","297.89","2.89B","-1.25%"
