"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2020","992.01","993.05","1,011.46","967.86","5.25B","0.58%"
"01/12/2019","986.29","962.71","997.74","938.13","4.49B","2.65%"
"01/11/2019","960.79","955.12","968.91","937.10","4.90B","1.13%"
"01/10/2019","950.01","949.49","966.29","911.12","4.87B","0.29%"
"01/09/2019","947.27","935.80","976.50","933.19","4.37B","0.72%"
"01/08/2019","940.47","955.65","965.33","897.92","5.26B","-1.43%"
"01/07/2019","954.09","955.15","990.11","945.43","4.52B","0.90%"
"01/06/2019","945.58","876.35","955.22","862.89","2.28B","7.63%"
"01/05/2019","878.54","953.54","955.88","876.51","","-7.73%"
"01/04/2019","952.14","907.70","958.20","906.30","","5.65%"
"01/03/2019","901.20","874.73","904.26","846.06","","3.94%"
"01/02/2019","867.03","848.86","880.05","837.06","","0.65%"
"01/01/2019","861.45","768.82","864.92","766.81","","10.23%"
"01/12/2018","781.50","873.82","876.40","720.44","","-8.45%"
"01/11/2018","853.59","836.45","889.16","786.69","","2.60%"
"01/10/2018","831.97","943.72","946.29","795.27","","-11.33%"
"01/09/2018","938.23","929.22","943.37","913.53","","0.97%"
"01/08/2018","929.23","884.05","931.90","875.41","","4.98%"
"01/07/2018","885.15","863.56","902.52","861.64","","1.71%"
"01/06/2018","870.23","843.87","897.11","843.47","","3.51%"
"01/05/2018","840.76","822.84","847.30","806.79","","1.87%"
"01/04/2018","825.31","801.77","836.90","776.47","","2.27%"
"01/03/2018","806.97","828.43","852.87","790.14","","-2.46%"
"01/02/2018","827.35","853.86","859.33","772.56","","-3.56%"
"01/01/2018","857.88","789.58","870.21","789.58","","9.24%"
"01/12/2017","785.33","766.29","791.66","756.85","","2.28%"
"01/11/2017","767.82","733.68","771.05","724.29","","4.90%"
"01/10/2017","731.97","718.63","735.50","717.18","","2.02%"
"01/09/2017","717.47","714.05","719.85","706.62","","0.75%"
"01/08/2017","712.13","729.16","729.71","698.80","","-2.00%"
"01/07/2017","726.65","716.26","736.32","703.02","","1.76%"
"01/06/2017","714.06","725.55","733.67","704.65","","-1.34%"
"01/05/2017","723.76","718.21","723.89","701.07","","0.98%"
"01/04/2017","716.73","700.64","722.28","689.30","","2.36%"
"01/03/2017","700.24","693.34","702.08","682.09","","1.90%"
"01/02/2017","687.21","675.54","694.58","669.10","","1.82%"
"01/01/2017","674.91","653.13","681.61","648.00","","4.18%"
"01/12/2016","647.82","648.11","670.64","644.79","","-0.11%"
"01/11/2016","648.55","621.75","659.09","608.25","","4.52%"
"01/10/2016","620.52","634.33","638.28","616.90","","-2.43%"
"01/09/2016","635.96","639.47","643.21","618.08","","-0.42%"
"01/08/2016","638.63","647.92","653.59","635.58","","-1.42%"
"01/07/2016","647.81","620.99","651.13","617.63","","4.42%"
"01/06/2016","620.41","628.02","631.98","589.71","","-1.33%"
"01/05/2016","628.78","629.43","639.31","608.29","","0.00%"
"01/04/2016","628.76","627.43","638.94","613.73","","0.05%"
"01/03/2016","628.44","591.57","630.72","591.57","","6.48%"
"01/02/2016","590.19","588.07","597.72","536.34","","0.24%"
"01/01/2016","588.78","618.96","618.96","547.22","","-5.19%"
"01/12/2015","621.02","641.06","646.76","611.27","","-2.97%"
"01/11/2015","640.02","642.90","649.46","612.66","","-0.36%"
"01/10/2015","642.34","589.57","646.53","583.94","","8.99%"
"01/09/2015","589.37","590.67","617.72","570.40","","-0.79%"
"01/08/2015","594.07","636.12","637.95","552.15","","-6.56%"
"01/07/2015","635.81","608.22","638.53","604.12","","4.71%"
"01/06/2015","607.21","604.62","621.57","597.22","","0.46%"
"01/05/2015","604.41","598.17","612.41","595.13","","1.19%"
"01/04/2015","597.30","598.02","617.60","591.55","","-0.09%"
"01/03/2015","597.86","601.86","612.25","587.23","","-0.64%"
"01/02/2015","601.70","554.98","606.32","547.80","","8.46%"
"01/01/2015","554.79","573.36","576.42","543.37","","-3.14%"
"01/12/2014","572.75","567.31","578.97","541.02","","0.75%"
"01/11/2014","568.46","540.53","569.61","530.66","","5.28%"
"01/10/2014","539.95","528.30","541.37","490.29","","2.09%"
"01/09/2014","528.90","545.32","548.47","528.20","","-2.92%"
"01/08/2014","544.81","521.96","546.84","516.60","","4.33%"
"01/07/2014","522.18","530.45","540.21","522.16","","-1.37%"
"01/06/2014","529.43","520.35","531.97","517.18","","1.83%"
"01/05/2014","519.94","506.99","520.03","496.40","","2.73%"
"01/04/2014","506.11","514.71","524.92","490.48","","-1.41%"
"01/03/2014","513.36","526.68","536.41","504.05","","-2.93%"
"01/02/2014","528.83","498.57","531.02","483.94","","6.09%"
"01/01/2014","498.48","529.42","530.09","495.63","","-5.97%"
"01/12/2013","530.10","519.64","530.18","506.82","","2.11%"
"01/11/2013","519.14","503.66","521.23","493.40","","3.33%"
"01/10/2013","502.39","480.52","505.59","463.41","","4.60%"
"01/09/2013","480.30","459.27","487.99","457.80","","5.29%"
"01/08/2013","456.18","472.24","481.34","453.84","","-3.00%"
"01/07/2013","470.27","448.54","474.67","448.31","","5.14%"
"01/06/2013","447.29","444.03","453.47","427.91","","0.75%"
"01/05/2013","443.96","433.18","459.89","429.96","","2.63%"
"01/04/2013","432.60","420.09","433.24","411.82","","2.93%"
"01/03/2013","420.27","400.34","420.51","398.43","","4.76%"
"01/02/2013","401.16","398.77","405.76","391.33","","0.98%"
"01/01/2013","397.27","379.43","403.73","379.43","12.77M","5.64%"
"01/12/2012","376.06","376.01","381.12","366.68","70.06M","0.24%"
"01/11/2012","375.15","365.39","375.99","353.17","74.33M","3.00%"
"01/10/2012","364.23","370.90","379.42","359.41","69.75M","-1.63%"
"01/09/2012","370.26","359.12","378.60","356.32","66.81M","3.10%"
"01/08/2012","359.12","344.59","360.86","340.14","77.20M","4.20%"
"01/07/2012","344.64","345.81","352.49","335.80","76.10M","-0.34%"
"01/06/2012","345.81","339.78","350.58","326.92","83.24M","1.77%"
"01/05/2012","339.78","360.96","365.60","329.87","86.75M","-5.87%"
"01/04/2012","360.96","356.55","364.20","343.45","71.22M","1.24%"
"01/03/2012","356.55","341.32","360.32","336.81","76.35M","4.44%"
"01/02/2012","341.38","326.65","343.46","325.92","74.77M","4.51%"
"01/01/2012","326.65","308.58","331.19","308.58","80.18M","5.86%"
"01/12/2011","308.58","305.34","313.15","295.72","69.71M","1.04%"
"01/11/2011","305.39","308.06","312.61","286.60","81.17M","-0.87%"
"01/10/2011","308.06","275.53","317.00","261.53","93.48M","11.81%"
"01/09/2011","275.53","296.08","301.82","273.98","96.42M","-6.96%"
"01/08/2011","296.14","313.21","315.94","263.95","137.00M","-5.45%"
"01/07/2011","313.21","317.88","330.07","310.37","80.63M","-1.47%"
"01/06/2011","317.89","318.91","318.91","295.54","90.10M","-0.32%"
"01/05/2011","318.91","320.38","323.80","311.44","79.00M","-0.46%"
"01/04/2011","320.38","308.40","321.45","303.86","75.34M","3.89%"
"01/03/2011","308.40","310.37","311.73","294.43","94.86M","-0.63%"
"01/02/2011","310.37","293.42","315.79","293.42","82.86M","5.78%"
"01/01/2011","293.42","295.53","303.24","292.52","88.64M","-0.72%"
"01/12/2010","295.54","284.17","299.03","284.17","75.24M","4.00%"
"01/11/2010","284.18","277.50","288.30","275.87","98.18M","2.41%"
"01/10/2010","277.50","263.52","279.58","260.95","93.55M","5.30%"
"01/09/2010","263.53","237.41","266.97","237.41","81.15M","11.00%"
"01/08/2010","237.42","247.48","255.18","234.85","90.32M","-4.06%"
"01/07/2010","247.48","229.70","253.09","225.84","101.60M","7.73%"
"01/06/2010","229.71","254.57","260.13","229.22","112.30M","-9.80%"
"01/05/2010","254.68","274.27","280.96","240.22","132.16M","-7.14%"
"01/04/2010","274.27","258.69","284.56","258.69","111.90M","6.02%"
"01/03/2010","258.69","240.22","262.28","240.22","111.62M","7.69%"
"01/02/2010","240.22","228.13","240.90","222.60","93.31M","5.30%"
"01/01/2010","228.13","235.06","240.08","227.85","100.93M","-2.95%"
"01/12/2009","235.07","225.21","239.12","225.21","86.04M","4.33%"
"01/11/2009","225.31","211.10","232.58","209.77","101.37M","6.73%"
"01/10/2009","211.10","216.48","226.42","208.52","110.40M","-2.49%"
"01/09/2009","216.48","205.76","220.21","199.68","99.87M","5.16%"
"01/08/2009","205.86","199.22","210.93","196.47","101.23M","3.33%"
"01/07/2009","199.22","182.15","200.84","170.96","108.52M","9.37%"
"01/06/2009","182.15","181.56","193.22","174.98","114.19M","0.32%"
"01/05/2009","181.57","183.51","193.44","174.32","144.41M","-1.06%"
"01/04/2009","183.51","154.82","187.90","152.04","140.34M","18.53%"
"01/03/2009","154.82","138.21","162.76","124.37","134.85M","12.01%"
"01/02/2009","138.22","151.38","160.07","136.06","113.41M","-8.69%"
"01/01/2009","151.38","169.40","181.97","150.69","105.34M","-10.64%"
"01/12/2008","169.41","161.15","174.50","146.72","127.30M","5.13%"
"01/11/2008","161.15","178.62","182.82","126.75","126.40M","-9.78%"
"01/10/2008","178.62","221.25","221.25","148.60","165.25M","-19.27%"
"01/09/2008","221.25","240.18","251.29","211.55","131.38M","-7.92%"
"01/08/2008","240.28","224.52","251.84","220.78","97.83M","7.02%"
"01/07/2008","224.52","223.57","235.16","204.59","129.49M","0.42%"
"01/06/2008","223.57","254.77","256.46","222.65","108.17M","-12.25%"
"01/05/2008","254.78","253.59","265.85","249.01","93.53M","0.47%"
"01/04/2008","253.60","243.31","258.80","240.45","102.56M","4.22%"
"01/03/2008","243.32","245.65","255.62","229.46","107.16M","-0.96%"
"01/02/2008","245.68","256.13","261.69","244.72","95.75M","-4.08%"
"01/01/2008","256.13","259.53","259.75","226.50","129.74M","-1.31%"
"01/12/2007","259.53","273.03","275.58","257.03","82.33M","-4.94%"
"01/11/2007","273.03","289.95","289.95","257.40","104.18M","-5.84%"
"01/10/2007","289.97","289.95","300.78","282.51","95.78M","0.01%"
"01/09/2007","289.95","292.82","300.74","280.18","81.97M","-0.98%"
"01/08/2007","292.82","292.12","297.33","270.12","110.69M","0.24%"
"01/07/2007","292.13","310.21","317.30","291.81","96.12M","-5.83%"
"01/06/2007","310.21","315.89","318.74","306.41","84.83M","-1.80%"
"01/05/2007","315.89","307.41","317.40","305.63","84.58M","2.76%"
"01/04/2007","307.41","299.93","314.16","299.24","67.47M","2.49%"
"01/03/2007","299.93","301.82","306.12","290.48","83.96M","-0.63%"
"01/02/2007","301.83","311.28","317.25","298.22","62.60M","-3.04%"
"01/01/2007","311.29","302.91","313.46","300.20","72.88M","2.76%"
"01/12/2006","302.92","296.50","306.26","294.11","71.52M","2.17%"
"01/11/2006","296.50","293.57","301.20","287.40","65.33M","0.99%"
"01/10/2006","293.58","275.83","295.46","275.69","67.82M","6.43%"
"01/09/2006","275.84","259.25","279.25","258.04","61.87M","6.40%"
"01/08/2006","259.25","254.48","261.82","249.16","64.97M","1.87%"
"01/07/2006","254.48","263.40","264.24","245.57","58.37M","-3.39%"
"01/06/2006","263.41","264.34","268.60","255.14","65.48M","-0.36%"
"01/05/2006","264.37","268.71","274.63","259.93","65.00M","-1.62%"
"01/04/2006","268.71","265.34","270.40","262.55","49.88M","1.27%"
"01/03/2006","265.34","264.43","269.07","260.61","58.27M","0.34%"
"01/02/2006","264.43","262.83","267.34","259.83","52.77M","0.61%"
"01/01/2006","262.83","258.39","267.67","255.03","61.92M","1.72%"
"01/12/2005","258.39","260.78","266.45","258.34","51.73M","-0.92%"
"01/11/2005","260.78","251.24","266.47","250.79","58.72M","3.80%"
"01/10/2005","251.24","256.41","257.71","242.89","65.83M","-2.02%"
"01/09/2005","256.41","264.15","267.73","249.79","59.61M","-2.93%"
"01/08/2005","264.15","273.76","275.10","260.45","53.65M","-3.51%"
"01/07/2005","273.76","259.39","276.61","257.73","44.68M","5.58%"
"01/06/2005","259.29","259.81","267.57","258.56","52.45M","-0.14%"
"01/05/2005","259.66","245.46","261.88","245.26","50.90M","5.80%"
"01/04/2005","245.42","262.44","264.11","241.98","56.99M","-6.49%"
"01/03/2005","262.46","265.87","271.48","258.57","59.72M","-1.28%"
"01/02/2005","265.87","267.24","271.34","263.37","42.21M","-0.51%"
"01/01/2005","267.24","278.90","280.70","262.63","46.95M","-4.18%"
"01/12/2004","278.90","266.66","280.17","266.66","41.84M","4.59%"
"01/11/2004","266.66","256.54","272.04","255.66","43.07M","3.94%"
"01/10/2004","256.54","246.57","257.36","245.36","42.49M","4.04%"
"01/09/2004","246.57","239.65","249.04","238.57","37.38M","2.89%"
"01/08/2004","239.65","240.04","242.34","228.36","37.80M","-0.16%"
"01/07/2004","240.04","249.99","250.37","234.91","39.84M","-4.00%"
"01/06/2004","250.04","248.89","254.05","247.37","40.52M","0.46%"
"01/05/2004","248.89","247.19","250.70","234.99","2.83B","0.66%"
"01/04/2004","247.25","251.25","257.00","247.19","4.21B","-1.60%"
"01/03/2004","251.26","251.65","256.94","241.11","4.52B","-0.15%"
"01/02/2004","251.65","246.51","255.13","244.02","4.24B","2.02%"
"01/01/2004","246.66","249.13","255.30","244.75","","-0.82%"
"01/12/2003","248.70","240.10","249.03","233.43","","3.84%"
"01/11/2003","239.51","237.94","241.70","229.64","","0.85%"
"01/10/2003","237.50","218.17","238.94","218.17","","8.89%"
"01/09/2003","218.10","229.07","232.72","216.12","","-4.79%"
"01/08/2003","229.08","218.17","229.50","211.62","155.41M","4.94%"
"01/07/2003","218.29","213.49","224.38","210.16","3.61B","2.14%"
"01/06/2003","213.71","211.25","222.24","210.66","3.68B","1.42%"
"01/05/2003","210.72","200.35","210.90","196.11","3.75B","5.03%"
"01/04/2003","200.62","179.99","202.55","178.47","3.89B","11.55%"
"01/03/2003","179.84","175.24","191.52","162.98","4.35B","2.68%"
"01/02/2003","175.15","176.77","178.82","165.88","3.41B","-0.89%"
"01/01/2003","176.73","183.19","194.15","174.31","4.13B","-3.29%"
