"Date","Price","Open","High","Low","Vol.","Change %"
"01/07/2009","71.92","65.06","73.13","57.90","1.57B","10.51%"
"01/06/2009","65.08","68.75","73.45","60.85","1.71B","-5.21%"
"01/05/2009","68.66","66.69","70.45","60.48","2.24B","2.75%"
"01/04/2009","66.82","49.54","68.60","47.99","3.36B","34.77%"
"01/03/2009","49.58","48.56","55.04","40.47","3.29B","2.06%"
"01/02/2009","48.58","63.21","66.17","48.34","2.15B","-23.16%"
"01/01/2009","63.22","78.00","79.21","60.57","1.81B","-18.92%"
"01/12/2008","77.97","68.88","83.79","55.43","2.26B","13.23%"
"01/11/2008","68.86","92.68","95.82","49.28","2.08B","-25.74%"
"01/10/2008","92.73","136.40","136.40","72.80","2.07B","-32.09%"
"01/09/2008","136.54","139.41","147.74","122.85","1.43B","-2.01%"
"01/08/2008","139.34","137.47","148.36","132.86","943.36M","1.40%"
"01/07/2008","137.41","135.12","146.48","121.95","1.25B","1.50%"
"01/06/2008","135.38","152.32","155.40","134.01","661.63M","-11.18%"
"01/05/2008","152.42","151.96","158.98","147.70","341.81M","0.27%"
"01/04/2008","152.01","144.49","158.50","144.49","","5.25%"
"01/03/2008","144.43","134.47","150.98","128.51","","7.42%"
"01/02/2008","134.45","140.60","147.28","131.48","","-4.35%"
"01/01/2008","140.56","141.69","143.29","121.97","","-0.81%"
"01/12/2007","141.71","151.54","160.75","137.03","","-6.49%"
"01/11/2007","151.55","167.96","167.96","138.01","","-9.89%"
"01/10/2007","168.18","167.18","177.01","157.62","","0.57%"
"01/09/2007","167.23","160.23","169.55","152.78","","4.39%"
"01/08/2007","160.19","152.61","163.70","144.46","","4.95%"
"01/07/2007","152.64","163.46","171.93","150.25","","-6.67%"
"01/06/2007","163.54","182.32","184.32","159.76","","-10.35%"
"01/05/2007","182.43","180.35","184.70","166.31","","1.20%"
"01/04/2007","180.27","181.77","186.68","179.27","","-0.87%"
"01/03/2007","181.85","187.70","188.14","175.23","","-3.18%"
"01/02/2007","187.83","195.64","203.41","185.13","","-3.96%"
"01/01/2007","195.57","178.25","196.15","174.29","","9.73%"
"01/12/2006","178.23","180.29","182.61","173.93","","-1.15%"
"01/11/2006","180.30","172.57","180.84","163.63","","4.48%"
"01/10/2006","172.57","160.57","173.11","159.06","","7.42%"
"01/09/2006","160.65","156.05","162.30","153.90","","3.03%"
"01/08/2006","155.93","153.47","156.68","148.42","","1.60%"
"01/07/2006","153.47","146.39","154.51","146.04","","4.84%"
"01/06/2006","146.39","139.90","147.65","139.90","","4.70%"
"01/05/2006","139.82","142.99","146.42","134.37","","-2.22%"
"01/04/2006","143.00","148.50","149.20","137.90","","-3.68%"
"01/03/2006","148.47","143.25","152.86","142.04","","3.64%"
"01/02/2006","143.25","140.30","144.89","135.86","","2.07%"
"01/01/2006","140.34","130.33","141.89","129.80","","7.68%"
"01/12/2005","130.33","133.02","134.64","129.53","","-1.96%"
"01/11/2005","132.94","127.50","135.41","119.73","","4.13%"
"01/10/2005","127.67","130.12","131.09","118.38","","-1.91%"
"01/09/2005","130.15","130.95","134.47","126.06","","-0.59%"
"01/08/2005","130.92","138.37","139.05","124.73","","-5.38%"
"01/07/2005","138.36","126.93","139.41","126.59","","9.00%"
"01/06/2005","126.93","122.78","129.98","122.76","","3.45%"
"01/05/2005","122.70","119.16","125.50","117.65","","2.98%"
"01/04/2005","119.15","113.65","119.15","111.90","","3.98%"
"01/03/2005","114.59","115.86","120.62","110.43","","-1.10%"
"01/02/2005","115.87","110.84","117.96","110.20","","4.57%"
"01/01/2005","110.81","121.41","122.19","109.21","","-8.72%"
"01/12/2004","121.40","114.92","122.75","114.83","","5.69%"
"01/11/2004","114.86","112.70","118.33","111.60","","1.95%"
"01/10/2004","112.66","105.73","113.31","105.52","","6.55%"
"01/09/2004","105.73","108.60","110.66","104.20","","-2.63%"
"01/08/2004","108.59","100.09","108.79","100.00","","8.50%"
"01/07/2004","100.08","101.06","104.19","97.08","","-1.02%"
"01/06/2004","101.11","99.42","102.79","96.84","","1.70%"
"01/05/2004","99.42","93.02","99.60","87.98","","6.87%"
"01/04/2004","93.03","107.04","108.27","92.39","","-13.15%"
"01/03/2004","107.12","103.59","108.04","103.59","","3.41%"
"01/02/2004","103.59","103.14","107.51","101.40","","0.49%"
"01/01/2004","103.09","99.78","103.47","98.43","","3.47%"
"01/12/2003","99.63","96.94","100.87","96.94","","2.92%"
"01/11/2003","96.80","96.96","97.91","93.93","","-0.11%"
"01/10/2003","96.91","95.51","100.26","93.82","","1.59%"
"01/09/2003","95.39","94.68","96.22","93.59","","1.04%"
"01/08/2003","94.41","93.74","94.49","91.26","4.43M","0.67%"
"01/07/2003","93.78","88.47","94.33","87.56","76.72M","5.93%"
"01/06/2003","88.53","88.67","91.67","86.98","80.29M","0.03%"
"01/05/2003","88.50","85.71","90.46","84.77","83.71M","3.24%"
"01/04/2003","85.72","82.31","88.54","82.30","77.41M","4.22%"
"01/03/2003","82.25","81.08","85.62","78.34","81.27M","1.59%"
"01/02/2003","80.96","79.34","81.95","77.67","53.45M","2.03%"
"01/01/2003","79.35","82.79","85.63","77.33","67.71M","-3.79%"
